,condition,flyid,loopN,loop_length,distance_patch_0,fed,normFed,deltaCFF,pathLengthDistanceRatio,maxDistBin_uneven,maxDistBin,deltaCFFBin,loopN_bin,loopN_binShort,loopN_binShort_num
217,sucralose,fly03,2,70.69693032224244,13.616401786486096,1.966529,0.226,0.009803911234633067,5.1920420262867975,"[12, 15)","[12, 16)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
218,sucralose,fly03,3,5.029181076778237,3.642771377631142,4.233037000000003,0.487,0.013397315511982165,1.380592015096117,"[3, 6)","[0, 4)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
219,sucralose,fly03,4,22.64458261814707,6.8628681958413145,7.1994960000000425,0.828,0.01732038744697112,3.2995799965776675,"[6, 9)","[4, 8)","[0.0, 0.1)","[1, 5)","[4, 7)",1.0
220,sucralose,fly03,5,22.01447552671777,8.478135117520477,8.132764000000055,0.935,0.004420200416902088,2.5966176784825934,"[6, 9)","[8, 12)","[0.0, 0.1)","[5, 9)","[4, 7)",1.0
221,sucralose,fly04,1,4.708881522112479,4.427271129575332,2.33317,0.263,-0.00017638402745937583,1.063608119831631,"[3, 6)","[4, 8)","[-0.1, 0.0)","[1, 5)","[1, 4)",0.0
222,sucralose,fly04,2,3.2775855505034017,2.7081747216765635,7.332820000000044,0.827,0.0008599889335518694,1.2102563118506364,"[0, 3)","[0, 4)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
223,sucralose,fly04,3,21.798609511129023,8.919258814693533,8.666060000000062,0.977,0.0003993890879894356,2.4439933815148547,"[6, 9)","[8, 12)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
224,sucralose,fly05,1,90.61260852289882,37.936720868528745,1.533226,0.575,6.486068348902875e-05,2.3885197889643788,"[30, 40)","[36, 40)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
225,sucralose,fly07,1,75.26426620072183,17.41324345228385,1.533226,0.026,0.004198622910047855,4.322242803700679,"[15, 20)","[16, 20)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
226,sucralose,fly07,2,3.2168456676728674,2.370056085929663,6.566207000000034,0.112,0.0024006917851388566,1.3572867269978754,"[0, 3)","[0, 4)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
227,sucralose,fly07,3,16.72781404937308,6.5387667644324035,11.432533000000099,0.195,0.0030814492511827404,2.5582521371405935,"[6, 9)","[4, 8)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
228,sucralose,fly07,4,19.53942445065713,7.64304828852159,13.332400000000124,0.227,0.0011643845940107686,2.556496271258896,"[6, 9)","[4, 8)","[0.0, 0.1)","[1, 5)","[4, 7)",1.0
229,sucralose,fly07,5,73.03320083645767,31.335624229704347,14.432323000000139,0.246,0.0006630048740739157,2.3306764307961814,"[30, 40)","[28, 32)","[0.0, 0.1)","[5, 9)","[4, 7)",1.0
230,sucralose,fly07,6,31.335057402716075,11.563175676481144,15.96554900000016,0.272,0.0008715477105596427,2.7099006604604163,"[9, 12)","[8, 12)","[0.0, 0.1)","[5, 9)","[4, 7)",1.0
231,sucralose,fly07,7,15.675591063468797,7.661858092583541,29.43127300000034,0.501,0.002842847527717369,2.0459255279920048,"[6, 9)","[4, 8)","[0.0, 0.1)","[5, 9)","[7, 10)",2.0
232,sucralose,fly08,1,25.83991453943432,7.057271755144406,4.233037000000003,0.072,0.0027625505730438276,3.661459475554174,"[6, 9)","[4, 8)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
233,sucralose,fly08,2,3.9559846700726653,3.2268811159955333,5.432953000000019,0.093,0.0012874735877863768,1.2259468284911372,"[3, 6)","[0, 4)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
234,sucralose,fly08,3,18.62130732231203,8.323822540710195,12.565787000000114,0.214,0.006267085412261543,2.23711008148466,"[6, 9)","[8, 12)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
235,sucralose,fly08,4,104.17755232861873,36.12738731791078,15.99888000000016,0.273,0.0035099731606878584,2.8836171132965074,"[30, 40)","[36, 40)","[0.0, 0.1)","[1, 5)","[4, 7)",1.0
236,sucralose,fly08,5,84.78025320752177,30.27455259374454,31.597788000000367,0.539,0.0037848831592660493,2.8003800533468306,"[30, 40)","[28, 32)","[0.0, 0.1)","[5, 9)","[4, 7)",1.0
237,sucralose,fly08,6,6.234189933502355,3.24139004910088,49.796513999998716,0.849,0.0015042644688987132,1.9233075436976923,"[3, 6)","[0, 4)","[0.0, 0.1)","[5, 9)","[4, 7)",1.0
238,sucralose,fly08,7,26.472971553824905,7.694274585532445,53.09628299999841,0.906,0.000879854809872644,3.4406065522540707,"[6, 9)","[4, 8)","[0.0, 0.1)","[5, 9)","[7, 10)",2.0
239,sucralose,fly09,1,49.84477186903131,18.859116591884074,1.433233,0.018,0.0037232835136757785,2.6430067191207547,"[15, 20)","[16, 20)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
240,sucralose,fly09,2,1.6236041309025464,3.294752061720371,7.566137000000047,0.097,0.01588143120030419,0.4927849199234657,"[3, 6)","[0, 4)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
241,sucralose,fly09,3,5.898509228329587,3.2593770761300918,11.399202000000098,0.147,0.009253857688748139,1.809704459029017,"[3, 6)","[0, 4)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
242,sucralose,fly09,4,11.927432850856967,4.873077348653053,12.799104000000117,0.165,0.002549930606557258,2.447618208677475,"[3, 6)","[4, 8)","[0.0, 0.1)","[1, 5)","[4, 7)",1.0
243,sucralose,fly09,5,18.190387894501107,6.872093240511799,15.565577000000154,0.2,0.005690222002663371,2.64699375544945,"[6, 9)","[4, 8)","[0.0, 0.1)","[5, 9)","[4, 7)",1.0
244,sucralose,fly09,6,106.07612636746131,35.224613962883765,17.765423000000183,0.228,0.005203024112059015,3.0114205503922316,"[30, 40)","[32, 36)","[0.0, 0.1)","[5, 9)","[4, 7)",1.0
245,sucralose,fly09,7,10.3571916409654,3.0726544308800103,21.665150000000235,0.279,0.00750003050358293,3.3707635772106963,"[3, 6)","[0, 4)","[0.0, 0.1)","[5, 9)","[7, 10)",2.0
246,sucralose,fly09,8,12.383398157552962,3.0550706917390036,29.231287000000336,0.376,0.006281578351007254,4.053391691078709,"[3, 6)","[0, 4)","[0.0, 0.1)","[5, 9)","[7, 10)",2.0
247,sucralose,fly09,9,17.648264090490727,5.29208959047609,31.09782300000036,0.4,0.002388562695441257,3.3348384959792496,"[3, 6)","[4, 8)","[0.0, 0.1)","[9, 13)","[7, 10)",2.0
248,sucralose,fly09,10,2.1759981529672534,2.2878420711866467,43.33029999999932,0.557,0.007362783195663983,0.9511137942483142,"[0, 3)","[0, 4)","[0.0, 0.1)","[9, 13)","[10, 13)",3.0
249,sucralose,fly09,11,21.407731716363422,5.292882695630439,45.49681499999912,0.585,0.000998591560208005,4.0446261418256375,"[3, 6)","[4, 8)","[0.0, 0.1)","[9, 13)","[10, 13)",3.0
250,sucralose,fly09,12,179.11333388377977,54.74138370308254,48.06330199999888,0.618,0.002084337246506071,3.2719913485433825,"[50, 60)","[52, 56)","[0.0, 0.1)","[9, 13)","[10, 13)",3.0
251,sucralose,fly09,13,5.869007874868938,3.589533612180039,70.06176199999811,0.901,0.005716101419677801,1.6350335472425068,"[3, 6)","[0, 4)","[0.0, 0.1)","[13, 17)","[13, 16)",4.0
252,sucralose,fly11,1,12.242029232975323,4.0422686051403955,8.766053000000063,0.161,0.004059093285644056,3.028504641529168,"[3, 6)","[4, 8)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
253,sucralose,fly11,2,9.600080703666125,3.531093627325766,30.93116800000036,0.567,0.006445262839258979,2.718727317048412,"[3, 6)","[0, 4)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
254,sucralose,fly11,3,10.29292657143117,3.685895600927277,39.46390399999968,0.723,0.0012125995334025062,2.792517120897763,"[3, 6)","[0, 4)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
255,sucralose,fly11,4,6.2703249369389376,2.985628827269255,50.92976799999861,0.933,0.002879981107578585,2.100168942525238,"[0, 3)","[0, 4)","[0.0, 0.1)","[1, 5)","[4, 7)",1.0
256,sucralose,fly11,5,4.153048183107308,2.714886806836101,53.762902999998346,0.985,0.0009443059575958267,1.5297316163052943,"[0, 3)","[0, 4)","[0.0, 0.1)","[5, 9)","[4, 7)",1.0
257,sucralose,fly12,1,6.87905061332665,2.991846360589323,2.066522,0.006,0.001587675867705829,2.299265999732566,"[0, 3)","[0, 4)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
258,sucralose,fly12,2,20.119789551341274,7.389389781775931,5.632939000000022,0.017,0.002686523652117247,2.7227944587470088,"[6, 9)","[4, 8)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
259,sucralose,fly12,3,11.968031108690937,5.167164731922942,13.999020000000133,0.041,0.006778239319230619,2.3161698396708705,"[3, 6)","[4, 8)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
260,sucralose,fly12,4,7.470598085811025,2.699432167104407,19.231987000000203,0.057,0.0033580484030989767,2.7674702023813,"[0, 3)","[0, 4)","[0.0, 0.1)","[1, 5)","[4, 7)",1.0
261,sucralose,fly12,5,17.577915014227923,5.719711240222147,25.16490500000028,0.074,0.004456696487708571,3.073217209046591,"[3, 6)","[4, 8)","[0.0, 0.1)","[5, 9)","[4, 7)",1.0
262,sucralose,fly12,6,9.689403686818784,3.6649404994821353,36.930747999999916,0.109,0.008671366637019874,2.643809275536102,"[3, 6)","[0, 4)","[0.0, 0.1)","[5, 9)","[4, 7)",1.0
263,sucralose,fly12,7,6.2985162210235845,4.062646892682702,42.59701799999939,0.125,0.003783197658563102,1.5503479350784688,"[3, 6)","[4, 8)","[0.0, 0.1)","[5, 9)","[7, 10)",2.0
264,sucralose,fly12,8,9.879127622763624,4.178356891774743,49.89650699999871,0.147,0.004752244834287697,2.364357061554763,"[3, 6)","[4, 8)","[0.0, 0.1)","[5, 9)","[7, 10)",2.0
265,sucralose,fly12,9,9.075585614324083,3.016184910777531,51.0297609999986,0.15,0.0004824363582479757,3.008961944572729,"[3, 6)","[0, 4)","[0.0, 0.1)","[9, 13)","[7, 10)",2.0
266,sucralose,fly12,10,6.29445624914586,3.066083569654858,51.529725999998554,0.151,0.00032297618494019076,2.052930426111775,"[3, 6)","[0, 4)","[0.0, 0.1)","[9, 13)","[10, 13)",3.0
267,sucralose,fly12,11,6.948313711554023,3.7937179696274863,54.39619199999829,0.16,0.0028336520326653417,1.8315314335915946,"[3, 6)","[0, 4)","[0.0, 0.1)","[9, 13)","[10, 13)",3.0
268,sucralose,fly12,12,25.102280723058982,8.287731765854739,56.52937599999809,0.166,0.0015144120350087872,3.0288481133619447,"[6, 9)","[8, 12)","[0.0, 0.1)","[9, 13)","[10, 13)",3.0
269,sucralose,fly12,13,3.113058721785029,3.3167879436199317,56.86268599999806,0.167,6.837312507183141e-05,0.938576349981376,"[3, 6)","[0, 4)","[0.0, 0.1)","[13, 17)","[13, 16)",4.0
270,sucralose,fly12,14,58.694382706414984,9.335157162767857,56.92934799999805,0.167,0.00025413316446604856,6.287455227910936,"[9, 12)","[8, 12)","[0.0, 0.1)","[13, 17)","[13, 16)",4.0
271,sucralose,fly12,15,62.79226800290934,16.97241527609886,57.529305999997995,0.169,0.001167454020130923,3.6996660157930243,"[15, 20)","[16, 20)","[0.0, 0.1)","[13, 17)","[13, 16)",4.0
272,sucralose,fly12,16,129.13433855694342,22.98471067851704,59.09586299999785,0.174,0.0008253272222373542,5.618271222253866,"[20, 30)","[20, 24)","[0.0, 0.1)","[13, 17)","[16, 19)",5.0
273,sucralose,fly12,17,67.39149478960972,7.3148916161940445,84.22743699999981,0.248,0.01621235926038351,9.212917747190584,"[6, 9)","[4, 8)","[0.0, 0.1)","[17, 21)","[16, 19)",5.0
274,sucralose,fly12,18,27.14175588232977,7.788717559470959,109.29234900000282,0.321,0.015981011965750865,3.4847528717132414,"[6, 9)","[4, 8)","[0.0, 0.1)","[17, 21)","[16, 19)",5.0
275,sucralose,fly12,19,9.61647846911145,3.596535490442705,119.62495900000405,0.352,0.003628270804764737,2.6738172039914274,"[3, 6)","[0, 4)","[0.0, 0.1)","[17, 21)","[19, 22)",6.0
276,sucralose,fly12,20,8.136528510820167,4.699519458632136,124.55794700000465,0.366,0.0023255612911879664,1.731353297383393,"[3, 6)","[4, 8)","[0.0, 0.1)","[17, 21)","[19, 22)",6.0
277,sucralose,fly12,21,2.911770062515034,2.6182514784348254,127.72439200000503,0.376,0.0019248629938357908,1.1121048098312054,"[0, 3)","[0, 4)","[0.0, 0.1)","[21, 25)","[19, 22)",6.0
278,sucralose,fly12,22,10.516017792292251,4.76181560282761,128.75765300000515,0.379,0.0001284072369244077,2.208405085246842,"[3, 6)","[4, 8)","[0.0, 0.1)","[21, 25)","[22, 25)",7.0
279,sucralose,fly12,23,21.915352366833776,5.326949081299931,135.45718400000595,0.398,0.002665100878162241,4.114053284978236,"[3, 6)","[4, 8)","[0.0, 0.1)","[21, 25)","[22, 25)",7.0
280,sucralose,fly12,24,13.260819760209586,4.514863374523357,137.12373400000615,0.403,0.0010417405376898364,2.9371475192446006,"[3, 6)","[4, 8)","[0.0, 0.1)","[21, 25)","[22, 25)",7.0
281,sucralose,fly12,25,272.94825060993315,34.006346411577404,139.79021400000647,0.411,0.0022413151803793163,8.026391524289371,"[30, 40)","[32, 36)","[0.0, 0.1)","[25, 29)","[25, 28)",8.0
282,sucralose,fly12,26,17.275424609975154,2.894466680936904,143.75660300000695,0.423,0.0025163328591835954,5.968430980308713,"[0, 3)","[0, 4)","[0.0, 0.1)","[25, 29)","[25, 28)",8.0
283,sucralose,fly12,27,27.10871880228992,7.460225675761921,144.289899000007,0.424,0.0007710095847793946,3.6337665883708374,"[6, 9)","[4, 8)","[0.0, 0.1)","[25, 29)","[25, 28)",8.0
284,sucralose,fly12,28,10.750170937584302,3.0296985233115885,149.2895490000076,0.439,0.002243805692500156,3.5482642430818205,"[3, 6)","[0, 4)","[0.0, 0.1)","[25, 29)","[28, 31)",9.0
285,sucralose,fly12,29,7.141186620567013,3.6827575483909314,149.55619700000764,0.44,-0.001399171303142252,1.9390868192469355,"[3, 6)","[0, 4)","[-0.1, 0.0)","[29, 33)","[28, 31)",9.0
286,sucralose,fly12,30,1.848615222576125,3.101190415950012,155.8224250000084,0.458,-0.0006049026589735329,0.5960985862294509,"[3, 6)","[0, 4)","[-0.1, 0.0)","[29, 33)","[28, 31)",9.0
287,sucralose,fly12,31,4.549865805421251,3.357586540159025,156.8223550000085,0.461,0.001069083778132876,1.355100084838247,"[3, 6)","[0, 4)","[0.0, 0.1)","[29, 33)",,
288,sucralose,fly12,32,4.094276716604594,4.0521158736982,157.78895400000863,0.464,0.0008755926383448021,1.01040464888481,"[3, 6)","[4, 8)","[0.0, 0.1)","[29, 33)",,
289,sucralose,fly12,33,7.016619527371713,4.229336060353285,161.35537100000906,0.474,0.0011494033002260734,1.6590357037708658,"[3, 6)","[4, 8)","[0.0, 0.1)","[33, 37)",,
290,sucralose,fly12,34,10.18535205883459,4.408231653238314,164.92178800000949,0.485,0.0015147565546860947,2.3105301309091524,"[3, 6)","[4, 8)","[0.0, 0.1)","[33, 37)",,
291,sucralose,fly12,35,8.406560006923455,3.3669696389464363,175.0210810000107,0.515,0.0026148675423754986,2.4967733328162605,"[3, 6)","[0, 4)","[0.0, 0.1)","[33, 37)",,
292,sucralose,fly12,36,7.175031338699546,3.266706418175959,180.28737900001133,0.53,0.0018955943328948927,2.196411437152008,"[3, 6)","[0, 4)","[0.0, 0.1)","[33, 37)",,
293,sucralose,fly12,37,16.58197943052117,7.732930656283341,181.05399200001142,0.532,0.0012616642096372893,2.1443331341717893,"[6, 9)","[4, 8)","[0.0, 0.1)","[37, 41)",,
294,sucralose,fly12,38,14.590793249929682,5.340810905032144,186.02031100001201,0.547,0.0019490417241526392,2.7319434275761663,"[3, 6)","[4, 8)","[0.0, 0.1)","[37, 41)",,
295,sucralose,fly12,39,23.50745134108414,4.96876778285371,189.1534250000124,0.556,0.000713815104755891,4.7310424572876935,"[3, 6)","[4, 8)","[0.0, 0.1)","[37, 41)",,
296,sucralose,fly12,40,10.388521536539692,3.835475389602477,190.1200240000125,0.559,0.0005130671370949108,2.708535574156401,"[3, 6)","[0, 4)","[0.0, 0.1)","[37, 41)",,
297,sucralose,fly12,41,291.65965837386426,48.968550481742334,191.05329200001262,0.562,0.0005985871830621187,5.956060685982691,"[40, 50)","[48, 52)","[0.0, 0.1)","[41, 45)",,
298,sucralose,fly12,42,11.363660722344319,4.176826375152598,196.28625900001325,0.577,0.0017702826804066318,2.720644743565419,"[3, 6)","[4, 8)","[0.0, 0.1)","[41, 45)",,
299,sucralose,fly12,43,172.1254806178515,31.831640345958757,198.21945700001348,0.583,0.0009855919551635811,5.40737074015427,"[30, 40)","[28, 32)","[0.0, 0.1)","[41, 45)",,
300,sucralose,fly12,44,2.2038731141685224,3.1828230190830182,208.88537700001476,0.614,-0.0001978298992342531,0.6924271632305417,"[3, 6)","[0, 4)","[-0.1, 0.0)","[41, 45)",,
301,sucralose,fly12,45,21.2504895195492,4.145703712212141,212.98509000001525,0.626,0.0015310961943545282,5.125906479266935,"[3, 6)","[4, 8)","[0.0, 0.1)","[45, 49)",,
302,sucralose,fly12,46,10.952259370025988,3.7778161247632034,256.18206600002026,0.753,0.011421606891469288,2.899098052505794,"[3, 6)","[0, 4)","[0.0, 0.1)","[45, 49)",,
303,sucralose,fly12,47,18.03978418895768,4.413455914271574,277.1472650000049,0.815,0.005649641777835848,4.087450863760375,"[3, 6)","[4, 8)","[0.0, 0.1)","[45, 49)",,
304,sucralose,fly12,48,19.519425419919976,6.217745032382706,290.71298199999495,0.855,0.0026268251742810333,3.1393093988673777,"[6, 9)","[4, 8)","[0.0, 0.1)","[45, 49)",,
305,sucralose,fly12,49,28.18832115142648,6.894158220263356,310.3116099999806,0.912,0.004980421074091704,4.088725592136133,"[6, 9)","[4, 8)","[0.0, 0.1)",,,
306,sucralose,fly12,50,21.97803000410214,5.983521761525146,328.3436809999674,0.965,0.00499687686534013,3.6730926835469786,"[3, 6)","[4, 8)","[0.0, 0.1)",,,
307,sucralose,fly12,51,169.00511095783796,17.812742714473686,329.21028699996674,0.968,0.0005124676383953114,9.487876946682299,"[15, 20)","[16, 20)","[0.0, 0.1)",,,
308,sucralose,fly12,52,4.278786229754988,4.244462717414468,330.5101959999658,0.972,-0.0028809692477502202,1.008086656574858,"[3, 6)","[4, 8)","[-0.1, 0.0)",,,
309,sucralose,fly13,1,3.450183416449433,2.388504823538319,10.199286000000082,0.119,0.002548333178886056,1.4444950591886805,"[0, 3)","[0, 4)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
310,sucralose,fly13,2,31.255682833226743,12.594222974356382,72.16161499999836,0.845,0.01600516322604671,2.4817476153048688,"[12, 15)","[12, 16)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
311,sucralose,fly14,1,122.59019900208034,42.95966936870191,9.23268700000007,0.097,0.006166467027737078,2.8536113243784165,"[40, 50)","[40, 44)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
312,sucralose,fly14,2,29.950062791475162,6.582179577833113,33.930958000000196,0.356,0.014424501163540828,4.550174062758536,"[6, 9)","[4, 8)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
313,sucralose,fly14,3,46.47508766147991,7.960029185157591,43.363630999999316,0.455,0.0030903203309814962,5.838557445007635,"[6, 9)","[4, 8)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
314,sucralose,fly14,4,3.095488774206501,2.2375216944371656,75.62803899999878,0.794,0.00651393433691945,1.3834452563755597,"[0, 3)","[0, 4)","[0.0, 0.1)","[1, 5)","[4, 7)",1.0
315,sucralose,fly14,5,12.021681400944448,4.045520308568829,94.126744000001,0.988,0.0034098033447722137,2.971603275722356,"[3, 6)","[4, 8)","[0.0, 0.1)","[5, 9)","[4, 7)",1.0
316,sucrose,fly01,1,409.95477835556505,45.92261441048598,34.09761300000018,0.155,0.4440659063964401,8.927078382147945,"[40, 50)","[44, 48)","[0.4, 0.5)","[1, 5)","[1, 4)",0.0
317,sucrose,fly01,2,15.46794822254966,3.7434449272132917,54.629508999998265,0.249,0.027810192134098015,4.132009024656432,"[3, 6)","[0, 4)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
318,sucrose,fly01,3,2.1136104304238983,2.826249240604529,60.76241299999769,0.277,0.006559407898921593,0.7478499772977564,"[0, 3)","[0, 4)","[0.0, 0.1)","[1, 5)","[1, 4)",0.0
319,sucrose,fly01,4,14.136143638229397,4.104626463242276,60.99572999999767,0.278,0.010506952865809494,3.443953734845618,"[3, 6)","[4, 8)","[0.0, 0.1)","[1, 5)","[4, 7)",1.0
320,sucrose,fly01,5,11.145776636312053,4.012442871673484,62.96225899999749,0.287,0.001826599865887693,2.7778031968997094,"[3, 6)","[4, 8)","[0.0, 0.1)","[5, 9)","[4, 7)",1.0
321,sucrose,fly01,6,371.584119203498,16.005533818779163,63.02892099999748,0.287,-0.00022116774430976094,23.215977886818205,"[15, 20)","[16, 20)","[-0.1, 0.0)","[5, 9)","[4, 7)",1.0
322,sucrose,fly01,7,20.821899318852893,3.6526979933214285,98.95973900000158,0.451,0.021590056794368893,5.700416337984561,"[3, 6)","[0, 4)","[0.0, 0.1)","[5, 9)","[7, 10)",2.0
323,sucrose,fly01,8,18.189873621539277,3.813387464474565,104.65934000000226,0.476,0.003012906176838595,4.770004042598804,"[3, 6)","[0, 4)","[0.0, 0.1)","[5, 9)","[7, 10)",2.0
324,sucrose,fly01,9,6.866998335246219,3.476723058926685,107.85911600000264,0.491,0.0016160629617177139,1.9751352692918145,"[3, 6)","[0, 4)","[0.0, 0.1)","[9, 13)","[7, 10)",2.0
